Research ID,Race,International,Sex,Miles,Commuter,Dorm,IowaResident,SchoolofMajor,Athlete,HSRank,ACTComp,ACTMath,ACTEng,HSGPA,BVGPA,Hrs,Returned
1,E,0,0,70-79,0,A,1,I,1,,30,30,26,2.66,0,13,0
2,E,0,1,250-274,0,C,0,H,2,0.341,18,17,13,3.57,3,12,0
3,B,1,1,,0,F,0,I,1,,,,,,1.466,15,0
4,B,1,1,,0,D,0,K,1,,,,,,3.428,14,0
5,B,1,1,,0,D,0,K,1,,,,,,3,14,0
6,B,1,1,,0,D,0,K,1,,,,,,4,14,1
7,B,1,1,,0,E,0,K,1,,,,,,4,14,0
8,B,1,0,,0,C,0,K,1,,,,,,2.714,14,0
9,B,1,0,,0,A,0,H,1,,,,,,3.153,13,1
10,B,1,1,,0,E,0,H,1,,,,,,1.941,17,0
11,B,1,1,,0,B,0,K,1,,,,,,3.571,14,0
12,B,1,1,,0,E,0,K,1,,,,,,1.75,12,1
13,B,1,1,,0,B,0,K,1,,,,,,3.428,14,1
14,B,1,1,,0,E,0,H,1,,,,,,3,6,0
15,B,1,0,,0,A,0,H,1,,,,,,2.647,17,1
16,B,1,1,,0,D,0,H,1,,,,,,1.6,10,0
17,B,1,1,,0,B,0,J,1,,,,,,2.687,16,0
18,B,1,0,,0,A,0,K,1,,,,,,2.285,14,1
19,B,1,0,,0,A,0,K,1,,,,,,2.357,14,0
20,B,1,1,,0,E,0,K,1,,,,,,1.454,11,0
21,B,1,0,,0,A,0,K,1,,,,,,2.384,13,0
22,B,1,0,,0,C,0,H,1,,,,,,,0,0
23,B,1,1,,0,B,0,H,1,,,,,,2.307,13,1
24,B,1,1,,0,B,0,K,1,,,,,,3.23,13,1
25,B,1,0,,0,A,0,K,1,,,,,,1.615,13,1
26,B,1,1,,0,E,0,H,1,,,,,,3.75,12,1
27,B,1,0,,0,C,0,K,1,,,,,,2.923,13,1
28,B,1,1,,0,E,0,H,2,,,,,,3.769,13,1
29,B,1,0,,0,D,0,H,1,,,,,,1.25,12,0
30,B,1,1,,0,C,0,K,1,,,,,,2.307,13,1
31,B,1,1,,0,E,0,K,2,,,,,,2.533,15,1
32,B,1,0,,0,A,0,H,1,,,,,,2.692,13,1
33,B,1,0,,0,A,0,H,1,,,,,,3.538,13,1
34,B,1,1,,0,E,0,K,1,,,,,,1.461,13,1
35,B,1,0,,0,C,0,K,1,,,,,,2.75,12,0
36,B,1,1,,0,B,0,H,1,,,,,,0.25,12,0
37,B,1,0,,0,A,0,K,1,,,,,,2.5,14,1
38,B,1,1,,0,C,0,J,1,,,,,,,,0
39,B,1,0,,0,A,0,F,1,,,,,,3,10,1
40,B,1,1,,0,D,0,H,1,,,,,,,,0
41,B,1,1,,0,E,0,H,1,,,,,,,,0
42,B,1,1,,0,E,0,H,1,,,,,,2.538,13,0
43,B,1,0,,0,A,0,K,1,,,,,,3,12,1
44,B,1,1,,0,B,0,H,1,,,,,,2.769,13,1
93,I,0,0,350-399,0,D,0,J,1,0.054,20,16,22,3.34,2.2,15,1
94,A,0,0,100-109,0,A,0,J,2,0.22,21,23,21,3.57,1.75,12,1
95,A,0,0,70-79,0,A,1,K,1,0.1,21,20,25,3.95,3.111,13.5,1
96,A,0,0,10-19,0,A,1,G,1,0.6,17,20,18,2.97,0.25,12,0
97,A,0,1,60-69,0,E,1,H,1,0.864,14,15,11,2.14,,0,0
98,A,0,1,150-159,0,E,1,G,2,0.281,24,19,21,3.23,2.8,15,1
99,A,0,0,50-59,0,B,1,F,1,0.176,23,18,24,3.81,3.769,13,1
100,A,0,1,80-89,0,E,1,K,1,0.345,24,24,22,3.39,1.937,16,1
101,A,0,1,100-109,0,E,1,F,2,0.516,14,13,13,2.38,1.5,12,1
102,I,0,1,180-189,0,E,0,K,1,0.617,22,23,22,2.3,1.2,15,1
103,A,0,0,10-19,0,C,1,G,1,0.5,21,18,17,3.1,2.8,15,1
104,G,0,0,160-169,0,B,1,H,1,0.031,31,31,34,4.17,4,15,1
105,A,0,0,170-179,0,A,1,J,1,0.538,23,21,25,3,2.5,12,1
106,A,0,1,70-79,0,C,0,G,2,0.076,29,34,25,3.98,4,14,1
107,A,0,0,60-69,0,A,1,G,2,0.593,19,20,16,3.04,3,12,1
108,A,0,0,40-49,0,C,1,H,2,0.032,22,18,23,3.88,4,16,1
111,A,0,0,80-89,0,C,1,H,1,0.457,21,19,24,2.86,2.6,15,0
112,A,0,0,50-59,0,C,1,G,1,0.174,20,23,19,3.68,4,15,0
113,A,0,1,50-59,0,E,1,I,1,0.176,23,23,23,3.52,3.6,15,1
114,A,0,0,50-59,0,A,1,I,2,0.093,27,26,31,3.97,4,15,0
115,A,0,1,90-99,0,C,1,H,2,0.335,22,26,16,3.2,1.25,12,0
116,E,0,1,0-9,0,E,1,I,2,0.478,17,17,17,3.17,0,12,0
117,A,0,1,200-224,0,,0,K,2,0.287,24,25,20,3.6,,0,0
118,A,0,0,40-49,0,C,1,K,1,0.597,19,20,21,2.89,0.9,10,0
119,A,0,1,110-119,0,E,1,G,2,0.554,20,20,20,3.23,2.5,12,1
120,A,0,0,300-349,0,C,0,G,1,0.6,21,19,22,2.92,0.571,14,0
121,A,0,1,80-89,0,E,1,H,2,0.622,19,20,18,2.81,1.75,12,1
122,A,0,1,50-59,0,E,1,J,2,0.688,21,21,20,2.65,0.75,12,0
123,A,0,0,50-59,0,A,1,J,2,0.111,26,22,30,3.91,4,11,1
124,A,0,0,180-189,0,C,1,J,1,0.143,24,23,23,3.7,4,13,1
125,A,0,0,30-39,0,A,1,J,1,0.185,22,19,21,3.69,3.4,15,1
126,A,0,0,100-109,0,C,1,H,2,0.709,16,16,16,2.36,0.5,12,0
127,A,0,0,90-99,0,B,0,H,1,0.286,18,20,16,3.9,3.823,17,1
129,A,0,0,180-189,0,A,1,K,1,0.104,28,26,27,3.9,4,14,1
130,I,0,0,350-399,0,A,0,K,1,0.266,24,19,24,3.27,0.866,15,0
131,A,0,1,160-169,0,E,1,H,1,0.025,31,31,32,3.96,4,16,1
132,A,0,1,10-19,1,,1,I,1,0.792,20,21,22,2.38,0.923,13,0
133,A,0,1,70-79,0,E,0,G,2,0.647,20,25,17,2.9,1.857,14,0
134,A,0,0,60-69,0,A,1,K,1,0.152,22,24,24,3.61,3.785,14,0
135,A,0,0,30-39,0,C,1,H,1,0.306,21,20,20,3.75,2.5,10,1
137,A,0,0,225-249,0,A,0,I,1,0.482,23,21,22,3.29,1.25,12,0
139,A,0,1,70-79,0,E,1,I,1,0.275,18,19,13,3.03,1.2,15,0
140,A,0,0,190-199,0,C,0,H,2,,21,16,24,2.81,1.733,15,1
141,A,0,1,60-69,0,E,1,I,2,0.176,22,21,20,3.68,3.6,15,1
142,A,0,0,50-59,0,A,1,G,1,0.222,26,23,28,3.62,3.066,15,0
143,G,0,0,225-249,0,,1,I,1,0.297,23,20,26,3.27,,0,0
144,A,0,1,160-169,0,D,0,J,1,0.168,26,28,22,3.79,2.357,14,0
146,A,0,0,120-129,0,A,1,J,2,0.171,27,25,26,3.79,3.117,17,0
147,A,0,0,20-29,0,A,1,H,1,0.053,26,26,23,3.81,3.375,16,1
148,A,0,1,100-109,0,E,0,F,1,0.683,21,16,21,2.2,1.6,15,1
149,A,0,1,40-49,0,E,1,K,1,0.591,26,25,28,3.41,2.75,16,0
150,A,0,1,40-49,0,E,1,I,2,0.513,21,22,15,3.15,2.75,12,1
151,A,0,0,120-129,0,D,1,G,1,0.079,27,27,27,3.91,4,16,1
152,A,0,1,60-69,0,B,1,I,2,0.136,25,28,22,3.71,3,10,1
153,A,0,0,50-59,0,C,1,G,2,0.23,19,18,18,3.37,3.5,12,1
154,A,0,0,40-49,0,C,1,G,1,0.554,18,15,18,2.78,2.2,15,1
155,A,0,0,90-99,0,A,1,G,2,0.776,19,17,19,2.57,1.4,15,1
156,A,0,0,20-29,0,C,1,K,2,0.081,26,28,26,3.97,4,15,1
157,A,0,1,20-29,0,E,1,J,1,0.352,22,17,23,3.19,2.125,16,1
158,A,0,0,40-49,0,C,1,H,1,,21,21,21,3.46,4,16,1
159,A,0,0,10-19,0,D,1,F,2,0.024,22,23,18,3.97,3.538,13,1
160,A,0,1,100-109,0,B,0,K,1,0.035,30,30,27,3.87,3.428,14,1
161,A,0,0,10-19,1,,1,J,1,0.646,22,21,24,2.63,,0,0
162,A,0,0,140-149,0,A,0,J,1,0.168,27,24,28,3.93,3.4,15,1
163,A,0,1,70-79,0,E,1,J,2,0.198,23,21,24,3.79,3.5,12,1
164,A,0,0,140-149,0,A,1,G,1,0.94,15,16,15,2.38,1.928,14,0
165,A,0,0,40-49,0,A,1,J,1,0.344,18,15,22,3.31,3.076,13,1
168,I,0,0,350-399,0,A,0,K,1,0.098,19,16,22,3.2,0,13,0
169,A,0,1,110-119,0,B,1,F,2,0.385,21,23,18,3.24,1.666,9,1
171,A,0,0,0-9,0,A,1,G,1,0.193,19,20,19,3.54,3.75,16,1
172,A,0,1,170-179,0,E,1,G,1,0.114,26,27,23,3.35,3.733,15,1
173,A,0,1,40-49,0,E,1,I,2,0.524,21,24,18,3.43,2.8,10,0
174,A,0,1,60-69,0,E,1,I,2,0.587,20,19,17,2.52,3,13,1
176,A,0,1,40-49,0,E,1,G,2,0.256,25,24,22,3.76,3.357,14,1
177,A,0,0,80-89,0,A,1,F,2,0.198,22,23,21,3.35,2.2,15,1
179,A,0,0,90-99,0,A,1,J,2,0.532,19,17,20,2.81,2,15,1
180,A,0,0,160-169,0,C,1,J,1,0.03,30,28,31,3.94,3.8,15,1
181,A,0,0,225-249,0,A,0,K,2,0.321,21,19,20,3.46,1.428,14,1
182,A,0,1,90-99,0,E,1,I,1,0.223,29,29,27,3.5,2.8,15,0
184,A,0,0,300-349,0,C,0,J,2,0.329,20,17,17,2.9,2.4,15,1
185,A,0,1,200-224,0,E,1,K,2,0.106,23,24,25,3.77,3.5,14,0
186,A,0,0,100-109,0,A,0,F,1,0.714,16,17,13,2.48,2,12,1
187,A,0,1,40-49,0,C,1,J,1,0.22,34,29,33,3.41,3.058,17,1
190,A,0,0,170-179,0,A,0,K,1,0.029,22,26,19,3.98,3.785,14,1
192,A,0,1,0-9,0,E,1,I,2,0.613,20,22,18,2.45,3.307,13,0
193,A,0,0,70-79,0,A,1,J,1,0.087,27,24,30,3.86,3.8,15,1
194,A,0,0,70-79,0,A,1,K,1,0.477,29,27,27,3.38,2,16,0
197,A,0,1,60-69,0,E,1,G,2,0.335,22,18,23,3.38,2.857,14,1
198,A,0,1,50-59,0,E,1,H,2,0.691,21,19,17,2.21,1,12,0
199,A,0,0,50-59,0,C,1,J,1,0.229,19,16,19,2.43,3,12,1
200,A,0,1,50-59,0,E,1,G,2,0.832,18,18,14,2.32,0,12,0
201,G,0,0,50-59,0,D,1,I,1,0.188,31,27,35,3.66,3.8,15,1
202,G,0,1,70-79,0,E,0,J,1,0.503,23,21,19,2.84,2.2,15,1
204,A,0,0,200-224,0,A,1,I,1,0.266,21,18,18,3.58,3.187,16,0
205,A,0,1,40-49,0,E,1,G,2,0.733,19,19,19,2.66,1.2,15,1
206,A,0,1,40-49,0,E,1,K,2,0.667,23,22,21,2.56,1.6,15,0
207,A,0,1,140-149,0,C,1,F,2,0.228,23,25,21,3.3,2.6,15,0
208,A,0,0,40-49,0,B,1,K,1,0.062,29,26,29,4.27,3.714,14,1
209,A,0,0,50-59,0,C,1,G,2,0.279,22,26,18,3.09,2.666,12,1
211,A,0,0,10000-10000,0,A,0,G,2,0.066,23,23,24,3.85,3.8,15,1
212,A,0,0,150-159,0,A,0,H,1,0.158,28,27,28,3.89,3.187,16,1
214,A,0,0,90-99,0,A,0,K,1,0.138,28,28,29,3.79,3.272,11,1
215,A,0,1,190-199,0,E,0,G,2,0.816,18,16,19,2.34,,0,0
216,A,0,1,110-119,0,E,1,J,1,0.129,22,22,20,3.82,4,15,0
217,A,0,1,30-39,0,E,1,K,1,0.528,31,30,28,2.98,0.6,10,1
218,E,0,0,50-59,0,A,1,G,1,0.161,20,21,19,3.68,3.333,13.5,1
219,A,0,0,100-109,0,A,0,G,2,0.134,21,21,21,3.87,3.6,15,1
221,G,0,0,140-149,0,A,1,H,2,0.55,20,24,20,3.08,3.25,12,1
222,A,0,0,50-59,0,C,1,K,1,0.013,30,28,32,4,4,14,1
223,A,0,0,0-9,0,C,1,I,1,0.162,23,27,22,3.5,2.75,12,1
224,A,0,0,110-119,0,C,1,G,1,0.336,21,18,20,3.26,3.4,15,1
225,A,0,0,60-69,0,A,1,J,1,0.437,29,20,33,2.88,,0,0
226,I,0,0,110-119,0,A,1,H,1,0.271,24,22,22,3.45,3.4,15,0
227,A,0,1,90-99,0,E,1,H,2,0.447,19,19,20,3.06,2.8,15,0
228,A,0,1,50-59,0,E,1,H,1,0.731,19,18,14,2.55,1.2,15,0
230,A,0,0,225-249,0,A,0,H,1,0.583,19,17,19,3.21,2,15,1
231,A,0,1,225-249,0,E,0,K,2,0.394,17,17,16,3.09,2.666,9,0
232,A,0,0,150-159,0,B,0,F,1,0.12,25,26,25,3.79,3.375,16,1
233,A,0,0,40-49,0,A,1,H,1,0.077,26,27,23,3.92,4,15,1
234,A,0,0,20-29,0,A,1,G,2,0.558,20,17,20,3.24,3.545,11,1
235,A,0,1,80-89,0,E,0,K,2,0.217,28,31,23,3.72,3.5,14,1
236,A,0,1,110-119,0,B,1,J,1,0.475,21,18,23,2.76,2.071,14,0
241,A,0,0,50-59,0,A,1,H,1,0.289,23,25,21,3.22,3.2,15,1
242,A,0,1,20-29,0,C,1,F,1,0.721,17,18,11,2.64,4,12,0
244,A,0,0,80-89,0,A,1,H,2,0.086,27,27,25,3.95,3.3,10,1
245,A,0,1,40-49,0,E,1,H,2,0.382,22,24,21,3.18,2.25,12,0
246,A,0,0,500-999,0,B,0,G,1,0.067,30,27,32,4.01,4,15,1
247,A,0,1,100-109,0,C,0,G,1,0.79,18,18,16,2.57,0.5,14,0
248,A,0,1,80-89,0,E,1,H,2,0.2,20,20,19,3.32,3.2,15,1
249,A,0,1,60-69,0,E,1,F,2,0.396,18,19,16,2.82,2.6,15,1
250,A,0,1,300-349,0,E,0,I,2,0.709,16,15,19,2.07,1,9,0
251,A,0,1,110-119,0,B,1,H,1,0.309,24,23,28,3.31,3.4,15,1
252,A,0,0,70-79,0,A,0,K,1,0.143,26,24,25,3.96,4,14,0
254,A,0,0,100-109,0,A,0,I,1,0.455,20,22,17,2.97,2.4,15,1
257,A,0,1,100-109,0,E,0,H,2,0.761,18,20,17,2.13,0.5,12,1
258,A,0,1,0-9,0,D,1,I,1,0.05,22,27,20,4.21,4,14,1
259,A,0,1,80-89,0,E,1,H,2,0.538,20,19,21,2.56,1.25,12,1
261,A,0,0,50-59,0,C,1,H,2,0.529,16,17,11,3.4,3,12,0
262,A,0,1,250-274,0,E,0,G,2,0.379,24,24,20,3.34,2.357,14,0
263,A,0,1,0-9,0,D,1,K,1,0.018,26,29,25,4,4,14,1
264,A,0,0,20-29,1,,1,J,1,0.204,23,22,26,3.48,4,12,1
265,A,0,0,190-199,0,A,0,H,1,0.542,19,16,16,2.73,2,12,0
266,A,0,0,30-39,0,A,1,K,1,0.094,24,26,22,3.74,3.142,14,1
267,E,0,1,20-29,0,E,1,J,1,0.412,25,26,23,2.76,2.8,15,1
268,A,0,1,20-29,0,E,1,H,2,0.429,15,16,12,2.8,2.5,12,1
269,A,0,1,0-9,0,E,1,G,2,0.735,17,17,12,2.27,1.5,12,1
270,A,0,0,90-99,0,A,0,F,2,0.465,22,20,20,3.12,3.8,15,1
271,A,0,1,90-99,0,E,0,K,2,0.115,24,27,24,3.94,3.133,15,1
273,A,0,0,70-79,0,A,1,J,1,0.583,18,17,20,2.91,2.8,15,1
274,A,0,1,70-79,0,E,0,H,2,0.891,20,17,20,1.97,1.75,12,0
275,A,0,1,40-49,0,E,1,G,2,0.9,19,21,17,2.81,2.285,14,1
276,A,0,0,40-49,0,D,1,G,1,0.466,19,17,16,2.87,2.142,14,1
277,A,0,1,30-39,0,E,1,H,1,0.025,30,30,27,3.95,4,15,1
279,A,0,1,200-224,0,E,1,I,2,0.111,25,25,29,3.33,3.714,14,0
280,E,0,1,10000-10000,0,B,0,F,1,0.253,15,,,,2.75,12,0
284,A,0,0,100-109,0,A,0,K,1,0.218,25,21,20,3.52,3.428,14,1
285,A,0,1,70-79,0,E,0,G,2,0.506,21,22,15,3.03,2.428,14,1
286,A,0,0,80-89,0,A,0,G,1,0.108,26,20,24,3.82,4,15,1
289,A,0,1,10-19,0,E,1,J,1,0.396,22,22,24,2.98,0.769,13,1
292,A,0,1,50-59,0,E,1,K,1,0.46,19,20,17,3.24,1.769,13,0
293,I,0,0,300-349,0,A,0,I,2,0.371,21,19,20,3.44,2.666,15,1
294,A,0,0,200-224,0,A,1,H,1,0.629,21,16,23,2.96,2.8,15,1
295,A,0,0,100-109,0,A,1,J,1,0.089,19,18,19,3.66,3.4,15,1
296,A,0,0,80-89,0,A,0,H,1,0.205,26,26,26,3.69,,0,0
297,A,0,1,10-19,0,D,1,J,2,0.514,21,19,22,3.1,3.8,15,1
298,A,0,0,130-139,0,B,0,G,1,0.313,19,15,18,3.4,3,15,1
299,J,0,1,130-139,0,E,1,H,1,0.621,19,23,15,2.63,1.448,14.5,1
300,A,0,0,100-109,0,D,0,J,1,0.041,22,21,25,3.72,3.2,15,0
301,A,0,1,120-129,0,C,1,K,2,0.003,28,31,26,4,3.714,14,1
302,A,0,1,200-224,0,E,1,G,2,0.854,24,26,19,2.36,0,12,0
304,A,0,1,30-39,0,E,1,K,2,0.013,26,28,25,4,3.714,14,0
305,A,0,0,10-19,0,B,1,K,1,0.057,22,24,21,3.8,4,13,1
306,A,0,1,110-119,0,D,1,K,2,0.189,24,20,22,3.71,3.6,15,1
308,A,0,1,100-109,0,E,1,K,1,0.527,26,28,32,2.82,1.777,13.5,0
309,A,0,0,190-199,0,A,1,G,2,0.062,21,23,19,3.85,4,15,1
310,A,0,0,70-79,0,A,1,H,2,0.048,26,26,27,3.91,4,13,1
311,A,0,1,50-59,0,E,1,H,2,0.644,22,19,22,3.04,2,21,0
312,I,0,0,190-199,0,A,0,K,1,0.227,14,17,16,3.34,2.785,14,1
313,A,0,1,90-99,0,E,1,F,1,0.43,17,17,16,3.01,2.666,9,1
315,A,0,0,200-224,0,A,1,G,2,0.412,20,20,15,3.28,2.75,12,1
316,A,0,0,70-79,0,D,1,H,1,0.005,25,26,25,4,4,14,0
318,E,0,1,100-109,0,E,1,K,1,0.386,26,28,23,3.42,,0,0
319,A,0,0,0-9,1,,1,G,1,0.457,19,17,18,3.19,2.25,12,0
320,A,0,1,60-69,0,D,1,K,1,0.058,24,24,23,3.76,3.214,14,1
321,E,0,1,60-69,0,B,1,F,1,0.103,21,17,23,3.69,3.437,16,1
322,A,0,1,70-79,0,E,0,I,1,0.274,21,23,18,3.4,3.5,14,1
324,A,0,0,60-69,0,D,1,J,1,0.824,17,16,20,2.33,,0,0
325,A,0,1,100-109,0,E,0,K,2,0.175,26,29,25,3.87,3.714,14,1
326,A,0,1,70-79,0,E,1,F,1,0.493,25,23,23,2.92,1.5,12,0
327,G,0,1,400-499,0,B,0,H,2,,,,,,2,12,1
328,A,0,1,40-49,0,D,1,I,2,0.212,23,27,21,3.58,3.666,9,1
329,A,0,1,120-129,0,E,1,J,1,0.643,20,20,19,2.8,2.5,12,0
330,A,0,0,30-39,0,C,1,F,1,0.211,23,26,21,3.72,3.2,15,1
331,A,0,0,90-99,0,C,1,H,1,0.109,28,26,28,3.74,3.187,16,0
332,A,0,0,180-189,0,C,0,K,1,0.294,20,16,21,3.24,1.9,10,0
333,A,0,0,110-119,0,A,0,H,2,0.37,22,26,21,3.35,3.2,15,1
334,A,0,1,30-39,0,E,1,F,1,0.904,17,24,13,2.62,0,12,0
337,I,0,0,350-399,0,A,0,J,1,0.215,16,14,16,3.09,0.846,13,1
338,E,0,0,250-274,0,A,0,F,1,0.957,20,17,20,2.57,2.6,15,1
339,A,0,1,60-69,0,C,1,H,1,0.776,22,20,19,2.47,2.5,12,0
340,A,0,1,350-399,0,E,0,G,2,0.249,24,24,20,3.31,3.2,15,1
343,A,0,1,10-19,0,E,1,K,1,0.357,25,27,22,3.3,0,12,0
344,A,0,0,140-149,0,A,1,K,1,0.333,18,14,18,3.6,3.142,14,1
345,A,0,1,100-109,0,E,0,K,2,0.234,27,28,24,3.54,2.769,13,1
346,I,0,0,140-149,0,D,1,J,2,0.056,21,20,20,3.95,4,15,1
347,A,0,0,70-79,0,A,1,I,1,0.164,25,24,25,3.55,3.375,16,1
348,E,0,0,400-499,0,A,0,K,1,0.044,25,25,26,3.83,4,14,1
350,A,0,1,70-79,0,E,0,F,2,0.713,18,16,18,2.63,1.4,15,0
351,A,0,1,90-99,0,E,1,G,2,0.268,23,23,21,3.51,1.75,12,0
352,A,0,1,100-109,0,E,0,K,2,0.184,26,26,24,3.56,3.785,14,0
353,A,0,0,200-224,0,A,1,K,2,0.07,32,32,26,4.13,3.733,15,1
354,A,0,1,120-129,0,E,1,F,1,0.333,24,24,23,3.07,3.5,12,1
355,A,0,0,50-59,0,A,1,J,1,0.003,30,27,28,4,4,15,1
356,A,0,0,120-129,0,C,1,I,2,0.407,19,17,20,3,2.2,15,1
358,A,0,1,250-274,0,E,0,F,2,0.531,26,24,25,3.15,3.6,15,1
359,G,0,1,30-39,0,E,1,H,1,0.692,16,16,14,2.46,2.2,15,0
360,A,0,0,90-99,0,A,1,K,1,0.157,29,26,31,3.83,3.428,14,0
362,A,0,0,20-29,1,,1,G,1,0.409,26,25,25,3.32,,0,0
364,A,0,1,50-59,0,E,1,G,2,0.289,24,24,20,3.42,2.857,14,1
365,A,0,0,90-99,0,C,1,J,1,0.351,23,24,22,3.21,3.2,15,0
366,A,0,0,130-139,0,A,1,J,1,0.646,18,16,19,2.8,2.214,14,1
369,A,0,0,110-119,0,A,1,J,1,0.076,21,21,19,3.92,4,15,1
370,A,0,0,20-29,0,A,1,G,2,0.1,25,27,23,3.6,2.642,14,1
371,A,0,1,40-49,0,E,1,K,1,0.483,18,17,16,2.87,4,13,1
372,A,0,0,90-99,0,B,1,I,1,0.08,29,30,26,3.91,3.8,15,1
373,A,0,0,160-169,0,A,1,H,1,0.045,31,30,34,3.74,3.6,15,1
375,A,0,0,30-39,0,A,1,K,2,0.659,19,18,17,2.47,2.25,12,1
377,A,0,1,400-499,0,E,0,K,2,0.485,24,26,26,3.23,1.7,10,1
378,A,0,1,100-109,0,E,1,H,1,0.541,16,16,15,2.84,1.5,12,0
379,A,0,1,100-109,0,E,0,F,2,0.453,23,22,22,3,3,15,1
380,A,0,0,120-129,0,A,0,J,1,0.078,24,20,26,3.96,3.411,17,1
382,J,0,0,190-199,0,A,0,K,1,0.135,26,25,28,3.9,3.312,16,1
384,A,0,0,100-109,0,C,1,J,1,0.327,20,17,23,3.07,2.882,17,0
385,J,0,0,0-9,0,A,1,H,1,0.468,11,14,9,3.17,0.25,12,0
386,A,0,0,200-224,0,A,1,G,2,0.362,21,23,22,3.4,2.8,15,1
388,A,0,0,80-89,0,A,1,K,1,0.353,27,24,26,3.55,3.214,14,1
389,A,0,0,100-109,0,C,0,J,1,0.286,21,20,18,3.53,3.076,13,1
391,A,0,0,150-159,0,B,1,G,2,0.558,23,23,21,2.91,1.928,14,1
392,A,0,1,50-59,0,C,1,K,1,0.648,20,20,16,2.89,3,12,1
393,E,0,0,0-9,1,,1,H,1,0.623,21,17,24,2.46,2.25,12,0
394,I,0,1,400-499,0,E,0,K,1,0.366,19,22,17,2.73,1.125,16,1
395,A,0,1,50-59,0,B,1,K,1,0.655,21,25,20,2.59,2.606,16.5,1
396,A,0,1,20-29,0,E,1,K,2,0.064,26,26,24,3.82,3.714,14,1
397,E,0,0,350-399,0,A,0,K,2,0.122,19,19,19,3.6,2.857,14,1
398,A,0,1,100-109,0,E,1,J,1,0.667,19,17,16,2.34,2.25,12,1
400,A,0,0,100-109,0,C,1,F,2,0.658,20,25,20,2.49,1,9,0
401,J,0,1,90-99,0,E,0,H,1,0.59,20,19,20,3.26,1.6,15,0
403,A,0,1,200-224,0,E,1,G,1,0.227,21,20,22,3.58,2,12,1
404,A,0,1,130-139,0,E,1,G,2,,21,20,19,3.67,3.25,16,1
405,A,0,0,60-69,0,C,1,H,1,0.2,20,22,16,3.77,2.75,12,1
406,A,0,0,60-69,0,C,1,G,1,0.643,16,16,17,3.19,3.25,12,0
407,A,0,0,110-119,0,A,0,G,1,0.064,29,27,26,3.79,4,15,1
408,A,0,1,130-139,0,E,1,G,2,0.439,25,21,24,3.28,4,11,1
409,A,0,0,60-69,0,A,1,F,1,0.25,20,21,21,3.78,4,15,1
410,A,0,0,130-139,0,A,1,I,1,0.595,19,17,21,3.01,1.5,12,0
411,A,0,1,90-99,0,E,1,H,2,0.414,20,16,19,2.81,1,12,1
414,A,0,1,10000-10000,0,E,0,K,2,0.387,23,,,3.66,2.642,14,1
416,A,0,1,90-99,0,E,1,H,2,0.407,21,19,25,3.29,2.6,15,1
417,A,0,0,20-29,0,D,1,J,1,0.016,24,27,23,4.02,2.941,17,1
418,A,0,1,100-109,0,E,1,H,1,0.717,19,21,17,2.52,2.4,15,0
420,A,0,0,50-59,0,A,1,H,1,0.368,22,19,22,3.25,2,12,1
421,A,0,1,150-159,0,E,0,F,2,0.23,30,30,29,3.85,3.8,15,1
424,A,0,0,90-99,0,A,0,F,1,0.385,26,25,28,3.51,3.307,13,0
425,A,0,1,160-169,0,C,1,I,2,0.168,26,26,23,3.69,3.23,13,1
426,A,0,1,120-129,0,E,1,H,1,0.24,24,23,22,3.49,2.23,13,0
427,A,0,1,50-59,0,B,1,K,2,0.235,27,25,32,3.75,3.333,12,1
429,A,0,0,60-69,0,C,1,H,2,0.622,17,18,15,2.8,2.25,12,1
430,A,0,1,30-39,0,E,1,F,2,0.711,20,21,15,2.82,1.75,12,1
431,A,0,1,70-79,0,B,0,G,2,0.854,18,18,15,1.97,0.583,12,1
432,A,0,1,40-49,0,C,1,J,1,0.111,28,25,31,3.86,4,15,1
433,A,0,0,20-29,0,C,1,K,1,0.233,22,22,15,3.61,2.214,14,1
434,A,0,0,190-199,0,A,1,J,1,0.218,24,22,22,3.79,3.354,15.5,1
436,A,0,1,30-39,0,E,1,J,1,0.072,27,25,28,3.94,4,15,1
437,A,0,1,40-49,0,C,1,G,2,0.773,20,16,20,2.89,3.25,12,1
438,A,0,1,100-109,0,E,1,I,2,0.233,24,21,22,3.33,3,12,1
440,A,0,1,50-59,0,C,1,K,1,0.34,29,24,31,3.26,2.857,14,1
443,A,0,0,0-9,1,,0,H,1,0.479,21,18,22,3.29,2.4,15,0
444,A,0,1,110-119,0,C,1,H,1,0.575,21,17,20,2.57,2.75,12,1
445,A,0,0,90-99,0,A,0,K,1,0.139,29,32,29,3.85,3.5,14,1
446,A,0,1,130-139,0,E,1,K,2,0.727,20,20,17,2.86,1.25,12,1
447,A,0,0,160-169,0,D,1,F,1,0.091,22,22,22,3.52,3,12,0
449,A,0,1,10-19,0,E,1,H,1,0.621,19,21,19,3.27,2.538,13,1
450,A,0,1,20-29,0,E,1,I,2,0.308,25,25,24,3.3,2.25,12,0
451,I,0,1,90-99,0,E,0,K,2,0.447,14,18,19,3,0.562,16,1
452,A,0,1,90-99,0,D,0,G,2,0.227,21,18,21,3.57,3.6,15,1
453,A,0,1,170-179,0,E,1,G,1,0.831,19,18,14,2.05,3,12,0
455,A,0,1,50-59,0,D,1,K,2,0.642,21,18,20,2.62,1.933,15,0
456,A,0,0,200-224,0,A,0,G,1,0.482,21,22,22,3.07,1.6,15,1
